,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
35,35,147.40113283467576,338.1310688869869,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.24507002965897048,1.0,0.8395653080651259,0.7967445311862473,0.0006766851227326528,43.49644230752466,0.05967261087914734,1.2857407865557986
