,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
6,6,74.53088250160825,192.39056822085186,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.8847637074421892,0.8593695797180377,0.9367668255114248,0.13823453820286064,0.00010114154328187416,48.34863028144049,0.6311247267701728,1.2993427673449376
