,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
24,24,74.23561604610241,191.80003530984018,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.24681425624800038,1.0,0.8569068128710734,0.3914237342265795,0.0019203349992083154,44.85697066124956,0.14203830223314962,5.517230134280115
