,subject,nll,bic,model,alpha,gamma,lam,beta
6,6,125.41377536021892,272.4919523292555,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,1.9972009286507202,1.0,0.11519175322988638,0.005320655018526381
