,subject,nll,bic,model,alpha,gamma,lam,beta
18,18,117.5278841511603,256.72016991113827,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.36978171597298815,0.5021922854491012,0.9909504522984943,1.2005307767959668
