,subject,nll,bic,model,alpha,gamma,lam,beta
5,5,91.54304169775729,204.75048500433226,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.14826086192161012,1.0,0.14042348193085488,1.406292094109977
