,subject,nll,bic,model,alpha,gamma,lam,beta
16,16,101.093910918434,223.8522234456857,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,1.4438772603272259,1.0,0.17883525623414484,0.03653028575855352
