,subject,nll,bic,model,alpha,gamma,lam,beta
15,15,148.66835156627656,319.0011047413708,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.24834856144984896,1.0,0.5888621832474625,0.7407165197622764
