,subject,nll,bic,model,w_p,theta,lam,beta
18,18,109.6554147758102,240.97523116043808,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.6928652993989639,0.8499841828660191,0.8516211724080902,10.0
