,subject,nll,bic,model,w_p,theta,lam,beta
6,6,100.81180652183122,223.28801465248011,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.45868608812028144,0.7813382816252771,0.6705199207703895,10.0
