,subject,nll,bic,model,w_p,theta,lam,beta
14,14,145.5116801576017,312.68776192402106,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.5589760613508277,0.5802602985894321,0.7335337598640492,5.687439172215277
