,subject,nll,bic,model,w_p,theta,lam,beta
33,33,152.25068727587887,326.16577616057543,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.6483296437802766,0.6941105931735572,0.8524234129756094,5.68442566405559
