,subject,nll,bic,model,w_p,theta,lam,beta
31,31,32.12720646697272,85.91881454276313,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,1.0,0.707040361217908,0.7999746618518188,10.0
