,subject,nll,bic,model,w_p,theta,lam,beta
2,2,91.73713447058353,205.13867054998474,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.9120182187819506,0.7738809202754705,0.7941379352307877,10.0
