,subject,nll,bic,model,w_p,phi,wd,beta
41,41,224.3046963782637,470.2737943653451,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.2775477947637971,0.0010004052297688621,10.674000642731004,0.0016482986866525045
