,subject,nll,bic,model,w_p,phi,wd,beta
22,22,205.4561523679443,432.5767063447063,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.9081808047902755,0.00031710585756685356,49.95825614880433,0.6278935150435917
