,subject,nll,bic,model,w_p,phi,wd,beta
6,6,692.9725734756454,1407.6095485601084,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.5448511674673515,0.6713184966800573,4.650860113777547,1.448003233276825
