,subject,nll,bic,model,w_p,phi,wd,beta
15,15,197.97801714160676,417.6204358920312,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.7943976924456397,0.0005214355855417345,36.45332274315283,0.5876373377269914
