,subject,nll,bic,model,w_p,phi,wd,beta
32,32,171.91498460078742,365.4943708103925,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.11507999417690205,4.149379605389725e-06,1.4037782939124033,0.21032198139848038
