,subject,nll,bic,model,w_p,phi,wd,beta
18,18,150.44130637209298,322.54701435300365,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.6874989504166542,4.3808609348717166e-05,22.352626684343782,1.9208166543083056
