,subject,nll,bic,model,w_p,phi,wd,beta
0,0,238.76678358296533,499.19796877474835,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,1.0,0.00010823601911556475,45.67858600294867,0.008539040032470415
