,subject,nll,bic,model,w_p,phi,wd,beta
23,23,184.8568227351743,391.37804707916627,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.3845643194933917,2.6088528134472253e-05,42.619040090533694,0.8963868725894809
