,subject,nll,bic,model,w_p,phi,wd,beta
42,42,239.0783724682633,499.8211465453443,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.49307976967860545,2.0113599869096154e-05,22.88567655916982,0.16200501455776936
