,subject,nll,bic,model,w_p,phi,wd,beta
11,11,184.14720959191018,389.95882079263805,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.7502297908319443,5.1927021775323575e-05,18.49592764686819,1.0382271560564416
