,subject,nll,bic,model,w_p,phi,wd,beta
34,34,203.81026768178862,429.2849369723949,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.5674175170623794,2.3949351537555214e-05,7.0352878702490536,0.5245390428472659
