,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
21,21,180.04139361711202,392.57938964745057,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.540354958197179,0.7222563502953662,0.652160217136217,7.200871489724265e-05,8.464469603785687,8.68541710471535
