,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
31,31,239.99781187434627,512.492226161919,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.1784016155821123,1.0,0.08686180050456768,0.6343231170108555,33.70996460741568,0.018303562884097346
