,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
11,11,159.0699926120197,350.6365876372659,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.7757939098077641,0.9544292421247872,0.6514441281979343,1.0917024992836086e-05,6.014496302338677,8.986597277993544
