,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
37,37,217.69338335993862,467.88336913310377,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.8996519542534974,0.9478697243374331,0.2622162970947016,0.001350792181006034,45.50920990708117,3.9758389789141977
