,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
8,8,107.44539302237273,247.38738845797198,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.148821117075629,1.0,1.0,0.8517076070222299,0.6645046442941515,6.172328649185722
