,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
21,21,38.75031777790292,109.99723796903237,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.43907590104491717,0.516584657181608,1.0,0.794762392617193,0.4488283561880661,6.730521863438358
