,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
11,11,84.472889607014,201.44238162725452,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.2635501339213539,1.0,0.8288917006583976,0.6287773323745881,0.8499960844327836,2.023550110851334
