,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
12,12,114.39092228139958,261.2784469760257,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.2576665778508517,1.0,1.0,0.7727124946120258,0.8455218420030174,2.291026362164216
