,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
38,38,108.4820469061664,249.46069622555933,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-none,0.7217998191865154,0.732686149310444,0.9884613838425577,0.6836689154703031,0.8650032086071728,0.5912656678957304
