,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
41,41,148.3786043075044,334.6699114304397,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.4697586759171182,0.8670577563878827,0.21441414283965768,0.5954574703234596,0.00010741592359043564,36.33331212556389,2.8328697404405427
