,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
16,16,97.38204941353462,232.67680164250018,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.4834681663185225,0.9751400098834745,0.7049803269171117,0.19394877023831825,1.3487631256786597e-05,40.4623027961021,9.913904744967933
