,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
38,38,126.18616391839149,290.2850306522139,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.5506490494219424,0.9578396480083801,0.6382622258503915,0.8087306208255518,2.5200623729397404e-06,34.083163130139866,5.467454154003922
