,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
5,5,88.19627256314244,214.30524794171583,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.9352921575512642,0.7388699785087651,0.5417156152859385,0.09468664988276257,0.00026584169580513996,48.99588671422832,9.971738951838525
