,subject,nll,bic,model,w_p,eta,lam,phi,beta
27,27,125.61453812948659,278.30957826999526,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.840714763097353,1.0,0.6459709873471021,0.14951909033403624,4.8914458095520095
