,subject,nll,bic,model,w_p,eta,lam,phi,beta
15,15,147.46004901883506,322.0006000486922,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.8233767349018405,1.0,0.4409254124780954,0.10983798503895892,4.0482308579165105
