,subject,nll,bic,model,w_p,phi,beta
33,33,216.32863211666196,448.90556543993716,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.6247345062585155,0.0,1.0174892093056278
