,subject,nll,bic,model,w_p,phi,beta
41,41,236.4683455911729,489.184992388959,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.5805783502704679,0.0,0.42752680047740643
