,subject,nll,bic,model,w_p,phi,beta
9,9,179.63252098656716,375.51334317974755,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.7981629960699804,0.0319554003625734,1.640280567441923
