,subject,nll,bic,model,w_p,phi,beta
39,39,183.26216717682422,382.7726355602617,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.3951323629822958,0.0,1.8441392920371047
