,subject,nll,bic,model,w_p,phi,beta
31,31,91.09961912199537,198.447539450604,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.958488055723581,0.0,1.4441144369050212
