,subject,nll,bic,model,w_p,phi,beta
1,1,177.4208857993407,371.09007280529465,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.7232903589496117,0.02667022307732024,0.8327744705368095
