,subject,nll,bic,model,alpha,gamma,lam,phi,beta
38,38,178.10224395177727,383.2849899145766,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-free,0.8074184550531667,0.738533443086479,0.0,0.20878130282841953,2.128418264698331
