,subject,nll,bic,model,alpha,gamma,lam,phi,beta
21,21,159.55005477595154,346.18061156292515,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-free,0.461411337365502,0.4622118239403605,0.24201487430244062,0.4285080640568234,3.388393130900055
