,subject,nll,bic,model,w_p,theta,phi,beta
42,42,212.01441959961653,445.69324080805075,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.5162971021443987,0.31969645640207617,0.0,0.7093329794049773
