,subject,nll,bic,model,w_p,theta,phi,beta
7,7,160.284596901323,342.2335954114637,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.49503435146458225,0.6887714668257144,0.0,1.968365110122586
