,subject,nll,bic,model,w_p,theta,phi,beta
35,35,183.4798776673041,388.6241569434259,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.7964533989563423,0.7194868889889187,0.0,1.7228588784480874
