,subject,nll,bic,model,w_p,theta,phi,beta
20,20,115.78363415186413,253.23166991254595,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.8026539315182614,0.8945460602892997,0.0,5.2718864546454896
