,subject,nll,bic,model,w_p,theta,phi,beta
24,24,130.23681920328738,282.13804001539245,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.7913710682188015,0.6677406330272694,0.0,3.126233420020734
