,subject,nll,bic,model,w_p,theta,phi,beta
13,13,160.4544112705912,342.5732241500001,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.5639885337558149,0.573638623511047,0.0,1.2655088171870268
