,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
42,42,209.0868223232975,456.0863474620259,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.6270366856767698,0.47618928654246573,0.0,0.0009834781898737297,18.009583550067816,0.03976523556497965,0.6193470979598255
