,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
43,43,207.48492955677247,452.88256192897586,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,1.0902528449567894,1.0,0.34856259942679463,9.7710123436815e-06,2.060853869554242,0.4933546527849312,0.1363201140287569
