,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
15,15,175.72356486235023,389.3598325401314,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.252592118377456,1.0,0.0055005989290076345,0.000726815395390938,26.59329488804839,0.17139469944583627,3.379834003867519
