,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
7,7,109.38881334576848,256.6903295069679,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.9394369209257806,0.8811061603740861,0.596762501288578,0.00019598144406469617,30.979712501701588,0.8800223467194918,0.3416485061800178
