,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
20,20,53.313826840872274,139.12425609497106,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.9913097505263015,1.0,0.568128056940403,0.006214962442004009,0.0,10.0
