,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
41,41,149.20951139173047,330.9156251966875,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.5124167675095666,1.0,0.1379793729691555,0.6782926318586638,0.0,2.419511735297019
