,subject,nll,bic,model,w_p,eta,phi,wd,beta
34,34,247.18708995133713,521.4546819136964,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.7563599100662743,0.8056586474366,0.4019668654466664,42.62469414054398,0.0
