,subject,nll,bic,model,w_p,eta,phi,wd,beta
0,0,239.51758429882904,506.11567060868015,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.06370207761607312,1.0,0.0005116791987559551,44.5071571396402,0.038692417995942356
