,subject,nll,bic,model,w_p,eta,phi,wd,beta
4,4,236.16907310203158,499.4186482150852,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.262249418955489,0.0,0.0004105231398889854,29.5021155315198,0.12887361475872233
