,subject,nll,bic,model,w_p,eta,phi,wd,beta
43,43,240.27719789652343,507.63489780406894,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.14554215808071727,0.6916542494021346,0.0003571024381644333,44.997122724553925,0.24115274071528098
